-1.5731831271,2.839995704,0.000081736,0.7500474846,-1.6630877436,4.4799059551,-1.4032203666,0,0,0
-1.5597299807,2.8962920262,0.0659785499,0.9003032001,-1.5890176394,4.4945153424,-1.3948187986,0,0,0
-1.5462768342,2.9525883484,0.1318753638,1.0505589155,-1.5149475352,4.5091247297,-1.3864172305,0,0,0
-1.5328236878,3.0088846706,0.1977721777,1.200814631,-1.440877431,4.5237341169,-1.3780156625,0,0,0
-1.5193705414,3.0651809929,0.2636689917,1.3510703465,-1.3668073268,4.5383435042,-1.3696140944,0,0,0
-1.505917395,3.1214773151,0.3295658056,1.5013260619,-1.2927372226,4.5529528915,-1.3612125264,0,0,0
-1.4924642486,3.1777736373,0.3954626195,1.6515817774,-1.2186671184,4.5675622788,-1.3528109584,0,0,0
-1.4790111021,3.2340699595,0.4613594334,1.8018374929,-1.1445970142,4.582171666,-1.3444093903,0,0,0
-1.4655579557,3.2903662817,0.5272562473,1.9520932083,-1.07052691,4.5967810533,-1.3360078223,0,0,0
-1.4521048093,3.3466626039,0.5931530612,2.1023489238,-0.9964568058,4.6113904406,-1.3276062542,0,0,0
-1.4386516629,3.4029589261,0.6590498752,2.2526046392,-0.9223867016,4.6259998278,-1.3192046862,0,0,0
-1.4251985164,3.4592552483,0.7249466891,2.4028603547,-0.8483165974,4.6406092151,-1.3108031182,0,0,0
-1.41174537,3.5155515705,0.790843503,2.5531160702,-0.7742464932,4.6552186024,-1.3024015501,0,0,0
-1.3982922236,3.5718478928,0.8567403169,2.7033717856,-0.700176389,4.6698279897,-1.2939999821,0,0,0
-1.3848390772,3.628144215,0.9226371308,2.8536275011,-0.6261062849,4.6844373769,-1.285598414,0,0,0
-1.3713859308,3.6844405372,0.9885339448,3.0038832166,-0.5520361807,4.6990467642,-1.277196846,0,0,0
-1.3579327843,3.7407368594,1.0544307587,3.154138932,-0.4779660765,4.7136561515,-1.2687952779,0,0,0
-1.3444796379,3.7970331816,1.1203275726,3.3043946475,-0.4038959723,4.7282655387,-1.2603937099,0,0,0
-1.3310264915,3.8533295038,1.1862243865,3.454650363,-0.3298258681,4.742874926,-1.2519921419,0,0,0
-1.3175733451,3.909625826,1.2521212004,3.6049060784,-0.2557557639,4.7574843133,-1.2435905738,0,0,0
-1.3041201987,3.9659221482,1.3180180144,3.7551617939,-0.1816856597,4.7720937006,-1.2351890058,0,0,0
-1.2906670522,4.0222184705,1.3839148283,3.9054175093,-0.1076155555,4.7867030878,-1.2267874377,0,0,0
-1.2772139058,4.0785147927,1.4498116422,4.0556732248,-0.0335454513,4.8013124751,-1.2183858697,0,0,0
-1.2637607594,4.1348111149,1.5157084561,4.2059289403,0.0405246529,4.8159218624,-1.2099843017,0,0,0
-1.250307613,4.1911074371,1.58160527,4.3561846557,0.1145947571,4.8305312496,-1.2015827336,0,0,0
-1.1936895395,4.277842213,1.6167650274,4.4417956019,0.159760372,4.8023951012,-1.2302713199,0,0,0
-1.1370714661,4.364576989,1.6519247849,4.5274065481,0.204925987,4.7742589528,-1.2589599062,0,0,0
-1.0804533926,4.4513117649,1.6870845423,4.6130174942,0.250091602,4.7461228044,-1.2876484925,0,0,0
-1.0238353191,4.5380465408,1.7222442997,4.6986284404,0.2952572169,4.7179866559,-1.3163370788,0,0,0
-0.9672172457,4.6247813168,1.7574040571,4.7842393866,0.3404228319,4.6898505075,-1.3450256651,0,0,0
-0.9105991722,4.7115160927,1.7925638146,4.8698503327,0.3855884469,4.6617143591,-1.3737142514,0,0,0
-0.8539810988,4.7982508686,1.827723572,4.9554612789,0.4307540618,4.6335782106,-1.4024028377,0,0,0
-0.7973630253,4.8849856446,1.8628833294,5.0410722251,0.4759196768,4.6054420622,-1.431091424,0,0,0
-0.7407449519,4.9717204205,1.8980430868,5.1266831712,0.5210852918,4.5773059138,-1.4597800102,0,0,0
-0.6841268784,5.0584551964,1.9332028442,5.2122941174,0.5662509067,4.5491697653,-1.4884685965,0,0,0
-0.6275088049,5.1451899724,1.9683626017,5.2979050635,0.6114165217,4.5210336169,-1.5171571828,0,0,0
-0.5708907315,5.2319247483,2.0035223591,5.3835160097,0.6565821367,4.4928974685,-1.5458457691,0,0,0
